,end_schedule
310,"{10: 41281, 11: 41308, 12: 41338, 13: 41361, 14: 41383, 15: 41412, 38: 41581, 35: 41584, 34: 41606, 82: 41652, 81: 41690, 85: 41750, 84: 41771, 83: 41787, 16: 41851, 17: 41864, 88: 41889, 89: 41914, 93: 41973}"
311,"{92: 46861, 91: 46886, 90: 46911, 1: 47003, 86: 47028, 87: 47088, 2: 47130, 3: 47171, 4: 47206, 36: 47209, 37: 47341, 5: 47369, 6: 47403, 7: 47436, 8: 47461, 9: 47520}"
312,"{10: 43081, 11: 43108, 12: 43138, 13: 43161, 14: 43183, 15: 43212, 38: 43381, 35: 43384, 34: 43406, 82: 43452, 81: 43490, 85: 43550, 84: 43571, 83: 43587, 16: 43651, 17: 43664, 88: 43689, 89: 43714, 93: 43773}"
313,"{92: 48661, 91: 48683, 90: 48705, 1: 48785, 86: 48807, 87: 48867, 2: 48904, 3: 48939, 4: 48969, 36: 48972, 37: 49141, 5: 49166, 6: 49196, 7: 49225, 8: 49247, 9: 49306}"
314,"{10: 44881, 11: 44905, 12: 44931, 13: 44951, 14: 44970, 15: 44996, 38: 45181, 35: 45184, 34: 45203, 82: 45243, 81: 45276, 85: 45336, 84: 45355, 83: 45369, 16: 45425, 17: 45436, 88: 45458, 89: 45480, 93: 45539}"
315,"{92: 50461, 91: 50486, 90: 50511, 1: 50603, 86: 50628, 87: 50688, 2: 50730, 3: 50771, 4: 50806, 36: 50809, 37: 50941, 5: 50969, 6: 51003, 7: 51036, 8: 51061, 9: 51120}"
316,"{10: 46681, 11: 46708, 12: 46738, 13: 46761, 14: 46783, 15: 46812, 38: 46981, 35: 46984, 34: 47006, 82: 47052, 81: 47090, 85: 47150, 84: 47171, 83: 47187, 16: 47251, 17: 47264, 88: 47289, 89: 47314, 93: 47373}"
317,"{92: 52201, 91: 52226, 90: 52251, 1: 52343, 86: 52368, 87: 52428, 2: 52470, 3: 52511, 4: 52546, 36: 52549, 37: 52681, 5: 52709, 6: 52743, 7: 52776, 8: 52801, 9: 52860}"
318,"{10: 48481, 11: 48508, 12: 48538, 13: 48561, 14: 48583, 15: 48612, 38: 48781, 35: 48784, 34: 48806, 82: 48852, 81: 48890, 85: 48950, 84: 48971, 83: 48987, 16: 49051, 17: 49064, 88: 49089, 89: 49114, 93: 49173}"
319,"{92: 54001, 91: 54026, 90: 54051, 1: 54143, 86: 54168, 87: 54228, 2: 54270, 3: 54311, 4: 54346, 36: 54349, 37: 54481, 5: 54509, 6: 54543, 7: 54576, 8: 54601, 9: 54660}"
320,"{10: 50281, 11: 50302, 12: 50325, 13: 50343, 14: 50360, 15: 50383, 38: 50581, 35: 50584, 34: 50601, 82: 50636, 81: 50666, 85: 50726, 84: 50743, 83: 50755, 16: 50805, 17: 50815, 88: 50835, 89: 50855, 93: 50914}"
321,"{92: 55801, 91: 55823, 90: 55845, 1: 55925, 86: 55947, 87: 56007, 2: 56044, 3: 56079, 4: 56109, 36: 56112, 37: 56281, 5: 56306, 6: 56336, 7: 56365, 8: 56387, 9: 56446}"
322,"{10: 52081, 11: 52108, 12: 52138, 13: 52161, 14: 52183, 15: 52212, 38: 52381, 35: 52384, 34: 52406, 82: 52452, 81: 52490, 85: 52550, 84: 52571, 83: 52587, 16: 52651, 17: 52664, 88: 52689, 89: 52714, 93: 52773}"
323,"{92: 57661, 91: 57686, 90: 57711, 1: 57803, 86: 57828, 87: 57888, 2: 57930, 3: 57971, 4: 58006, 36: 58009, 37: 58141, 5: 58169, 6: 58203, 7: 58236, 8: 58261, 9: 58320}"
324,"{10: 53881, 11: 53902, 12: 53925, 13: 53943, 14: 53960, 15: 53983, 38: 54181, 35: 54184, 34: 54201, 82: 54236, 81: 54266, 85: 54326, 84: 54343, 83: 54355, 16: 54405, 17: 54415, 88: 54435, 89: 54455, 93: 54514}"
325,"{92: 59281, 91: 59306, 90: 59331, 1: 59423, 86: 59448, 87: 59508, 2: 59550, 3: 59591, 4: 59626, 36: 59629, 37: 59761, 5: 59789, 6: 59823, 7: 59856, 8: 59881, 9: 59940}"
326,"{10: 55681, 11: 55708, 12: 55738, 13: 55761, 14: 55783, 15: 55812, 38: 55981, 35: 55984, 34: 56006, 82: 56052, 81: 56090, 85: 56150, 84: 56171, 83: 56187, 16: 56251, 17: 56264, 88: 56289, 89: 56314, 93: 56373}"
327,"{92: 61201, 91: 61226, 90: 61251, 1: 61343, 86: 61368, 87: 61428, 2: 61470, 3: 61511, 4: 61546, 36: 61549, 37: 61681, 5: 61709, 6: 61743, 7: 61776, 8: 61801, 9: 61860}"
328,"{10: 57481, 11: 57505, 12: 57531, 13: 57551, 14: 57570, 15: 57596, 38: 57781, 35: 57784, 34: 57803, 82: 57843, 81: 57876, 85: 57936, 84: 57955, 83: 57969, 16: 58025, 17: 58036, 88: 58058, 89: 58080, 93: 58139}"
329,"{92: 62941, 91: 62963, 90: 62985, 1: 63065, 86: 63087, 87: 63147, 2: 63184, 3: 63219, 4: 63249, 36: 63252, 37: 63421, 5: 63446, 6: 63476, 7: 63505, 8: 63527, 9: 63586}"
330,"{10: 59281, 11: 59308, 12: 59338, 13: 59361, 14: 59383, 15: 59412, 38: 59581, 35: 59584, 34: 59606, 82: 59652, 81: 59690, 85: 59750, 84: 59771, 83: 59787, 16: 59851, 17: 59864, 88: 59889, 89: 59914, 93: 59973}"
331,"{92: 64681, 91: 64703, 90: 64725, 1: 64805, 86: 64827, 87: 64887, 2: 64924, 3: 64959, 4: 64989, 36: 64992, 37: 65161, 5: 65186, 6: 65216, 7: 65245, 8: 65267, 9: 65326}"
332,"{10: 61081, 11: 61108, 12: 61138, 13: 61161, 14: 61183, 15: 61212, 38: 61381, 35: 61384, 34: 61406, 82: 61452, 81: 61490, 85: 61550, 84: 61571, 83: 61587, 16: 61651, 17: 61664, 88: 61689, 89: 61714, 93: 61773}"
333,"{92: 66481, 91: 66501, 90: 66521, 1: 66592, 86: 66611, 87: 66671, 2: 66704, 3: 66735, 4: 66762, 36: 66765, 37: 66961, 5: 66983, 6: 67009, 7: 67035, 8: 67055, 9: 67114}"
334,"{10: 63001, 11: 63022, 12: 63045, 13: 63063, 14: 63080, 15: 63103, 38: 63301, 35: 63304, 34: 63321, 82: 63356, 81: 63386, 85: 63446, 84: 63463, 83: 63475, 16: 63525, 17: 63535, 88: 63555, 89: 63575, 93: 63634}"
335,"{92: 68341, 91: 68363, 90: 68385, 1: 68465, 86: 68487, 87: 68547, 2: 68584, 3: 68619, 4: 68649, 36: 68652, 37: 68821, 5: 68846, 6: 68876, 7: 68905, 8: 68927, 9: 68986}"
336,"{10: 64861, 11: 64888, 12: 64918, 13: 64941, 14: 64963, 15: 64992, 38: 65161, 35: 65164, 34: 65186, 82: 65232, 81: 65270, 85: 65330, 84: 65351, 83: 65367, 16: 65431, 17: 65444, 88: 65469, 89: 65494, 93: 65553}"
337,"{10: 66661, 11: 66688, 12: 66718, 13: 66741, 14: 66763, 15: 66792, 38: 66961, 35: 66964, 34: 66986, 82: 67032, 81: 67070, 85: 67130, 84: 67151, 83: 67167, 16: 67231, 17: 67244, 88: 67269, 89: 67294, 93: 67353}"
338,"{92: 7501, 91: 7526, 90: 7551, 1: 7643, 86: 7668, 87: 7728, 2: 7770, 3: 7811, 4: 7846, 36: 7849, 37: 7981, 5: 8009, 6: 8043, 7: 8076, 8: 8101, 9: 8160}"
339,"{10: 8701, 11: 8725, 12: 8751, 13: 8771, 14: 8790, 15: 8816, 38: 9001, 35: 9004, 34: 9023, 82: 9063, 81: 9096, 85: 9156, 84: 9175, 83: 9189, 16: 9245, 17: 9256, 88: 9278, 89: 9300, 93: 9359}"
340,"{92: 9121, 91: 9146, 90: 9171, 1: 9263, 86: 9288, 87: 9348, 2: 9390, 3: 9431, 4: 9466, 36: 9469, 37: 9601, 5: 9629, 6: 9663, 7: 9696, 8: 9721, 9: 9780}"
341,"{10: 10441, 11: 10468, 12: 10498, 13: 10521, 14: 10543, 15: 10572, 38: 10741, 35: 10744, 34: 10766, 82: 10812, 81: 10850, 85: 10910, 84: 10931, 83: 10947, 16: 11011, 17: 11024, 88: 11049, 89: 11074, 93: 11133}"
342,"{92: 10921, 91: 10946, 90: 10971, 1: 11063, 86: 11088, 87: 11148, 2: 11190, 3: 11231, 4: 11266, 36: 11269, 37: 11461, 5: 11489, 6: 11523, 7: 11556, 8: 11581, 9: 11640}"
343,"{10: 12301, 11: 12328, 12: 12358, 13: 12381, 14: 12403, 15: 12432, 38: 12601, 35: 12604, 34: 12626, 82: 12672, 81: 12710, 85: 12770, 84: 12791, 83: 12807, 16: 12871, 17: 12884, 88: 12909, 89: 12934, 93: 12993}"
344,"{92: 12841, 91: 12861, 90: 12881, 1: 12952, 86: 12971, 87: 13031, 2: 13064, 3: 13095, 4: 13122, 36: 13125, 37: 13381, 5: 13403, 6: 13429, 7: 13455, 8: 13475, 9: 13534}"
345,"{10: 15061, 11: 15082, 12: 15105, 13: 15123, 14: 15140, 15: 15163, 38: 15361, 35: 15364, 34: 15381, 82: 15416, 81: 15446, 85: 15506, 84: 15523, 83: 15535, 16: 15585, 17: 15595, 88: 15615, 89: 15635, 93: 15694}"
346,"{92: 14641, 91: 14663, 90: 14685, 1: 14765, 86: 14787, 87: 14847, 2: 14884, 3: 14919, 4: 14949, 36: 14952, 37: 15181, 5: 15206, 6: 15236, 7: 15265, 8: 15287, 9: 15346}"
347,"{10: 16861, 11: 16888, 12: 16918, 13: 16941, 14: 16963, 15: 16992, 38: 17161, 35: 17164, 34: 17186, 82: 17232, 81: 17270, 85: 17330, 84: 17351, 83: 17367, 16: 17431, 17: 17444, 88: 17469, 89: 17494, 93: 17553}"
348,"{92: 16441, 91: 16463, 90: 16485, 1: 16565, 86: 16587, 87: 16647, 2: 16684, 3: 16719, 4: 16749, 36: 16752, 37: 16981, 5: 17006, 6: 17036, 7: 17065, 8: 17087, 9: 17146}"
349,"{10: 18661, 11: 18688, 12: 18718, 13: 18741, 14: 18763, 15: 18792, 38: 18961, 35: 18964, 34: 18986, 82: 19032, 81: 19070, 85: 19130, 84: 19151, 83: 19167, 16: 19231, 17: 19244, 88: 19269, 89: 19294, 93: 19353}"
350,"{92: 31501, 91: 31521, 90: 31541, 1: 31612, 86: 31631, 87: 31691, 2: 31724, 3: 31755, 4: 31782, 36: 31785, 37: 31981, 5: 32003, 6: 32029, 7: 32055, 8: 32075, 9: 32134}"
351,"{10: 20461, 11: 20488, 12: 20518, 13: 20541, 14: 20563, 15: 20592, 38: 20761, 35: 20764, 34: 20786, 82: 20832, 81: 20870, 85: 20930, 84: 20951, 83: 20967, 16: 21031, 17: 21044, 88: 21069, 89: 21094, 93: 21153}"
352,"{92: 33421, 91: 33443, 90: 33465, 1: 33545, 86: 33567, 87: 33627, 2: 33664, 3: 33699, 4: 33729, 36: 33732, 37: 33901, 5: 33926, 6: 33956, 7: 33985, 8: 34007, 9: 34066}"
353,"{10: 34981, 11: 35005, 12: 35031, 13: 35051, 14: 35070, 15: 35096, 38: 35281, 35: 35284, 34: 35303, 82: 35343, 81: 35376, 85: 35436, 84: 35455, 83: 35469, 16: 35525, 17: 35536, 88: 35558, 89: 35580, 93: 35639}"
354,"{92: 35101, 91: 35126, 90: 35151, 1: 35243, 86: 35268, 87: 35328, 2: 35370, 3: 35411, 4: 35446, 36: 35449, 37: 35581, 5: 35609, 6: 35643, 7: 35676, 8: 35701, 9: 35760}"
355,"{10: 36781, 11: 36808, 12: 36838, 13: 36861, 14: 36883, 15: 36912, 38: 37081, 35: 37084, 34: 37106, 82: 37152, 81: 37190, 85: 37250, 84: 37271, 83: 37287, 16: 37351, 17: 37364, 88: 37389, 89: 37414, 93: 37473}"
356,"{92: 36901, 91: 36926, 90: 36951, 1: 37043, 86: 37068, 87: 37128, 2: 37170, 3: 37211, 4: 37246, 36: 37249, 37: 37381, 5: 37409, 6: 37443, 7: 37476, 8: 37501, 9: 37560}"
357,"{10: 38581, 11: 38608, 12: 38638, 13: 38661, 14: 38683, 15: 38712, 38: 38881, 35: 38884, 34: 38906, 82: 38952, 81: 38990, 85: 39050, 84: 39071, 83: 39087, 16: 39151, 17: 39164, 88: 39189, 89: 39214, 93: 39273}"
358,"{92: 45961, 91: 45986, 90: 46011, 1: 46103, 86: 46128, 87: 46188, 2: 46230, 3: 46271, 4: 46306, 36: 46309, 37: 46441, 5: 46469, 6: 46503, 7: 46536, 8: 46561, 9: 46620}"
359,"{10: 40381, 11: 40402, 12: 40425, 13: 40443, 14: 40460, 15: 40483, 38: 40681, 35: 40684, 34: 40701, 82: 40736, 81: 40766, 85: 40826, 84: 40843, 83: 40855, 16: 40905, 17: 40915, 88: 40935, 89: 40955, 93: 41014}"
360,"{92: 47761, 91: 47781, 90: 47801, 1: 47872, 86: 47891, 87: 47951, 2: 47984, 3: 48015, 4: 48042, 36: 48045, 37: 48241, 5: 48263, 6: 48289, 7: 48315, 8: 48335, 9: 48394}"
361,"{10: 49381, 11: 49408, 12: 49438, 13: 49461, 14: 49483, 15: 49512, 38: 49681, 35: 49684, 34: 49706, 82: 49752, 81: 49790, 85: 49850, 84: 49871, 83: 49887, 16: 49951, 17: 49964, 88: 49989, 89: 50014, 93: 50073}"
362,"{92: 49561, 91: 49586, 90: 49611, 1: 49703, 86: 49728, 87: 49788, 2: 49830, 3: 49871, 4: 49906, 36: 49909, 37: 50041, 5: 50069, 6: 50103, 7: 50136, 8: 50161, 9: 50220}"
363,"{10: 51181, 11: 51208, 12: 51238, 13: 51261, 14: 51283, 15: 51312, 38: 51481, 35: 51484, 34: 51506, 82: 51552, 81: 51590, 85: 51650, 84: 51671, 83: 51687, 16: 51751, 17: 51764, 88: 51789, 89: 51814, 93: 51873}"
364,"{92: 51361, 91: 51383, 90: 51405, 1: 51485, 86: 51507, 87: 51567, 2: 51604, 3: 51639, 4: 51669, 36: 51672, 37: 51841, 5: 51866, 6: 51896, 7: 51925, 8: 51947, 9: 52006}"
365,"{10: 52981, 11: 53008, 12: 53038, 13: 53061, 14: 53083, 15: 53112, 38: 53281, 35: 53284, 34: 53306, 82: 53352, 81: 53390, 85: 53450, 84: 53471, 83: 53487, 16: 53551, 17: 53564, 88: 53589, 89: 53614, 93: 53673}"
366,"{92: 53161, 91: 53181, 90: 53201, 1: 53272, 86: 53291, 87: 53351, 2: 53384, 3: 53415, 4: 53442, 36: 53445, 37: 53641, 5: 53663, 6: 53689, 7: 53715, 8: 53735, 9: 53794}"
367,"{10: 54781, 11: 54808, 12: 54838, 13: 54861, 14: 54883, 15: 54912, 38: 55081, 35: 55084, 34: 55106, 82: 55152, 81: 55190, 85: 55250, 84: 55271, 83: 55287, 16: 55351, 17: 55364, 88: 55389, 89: 55414, 93: 55473}"
368,"{10: 56581, 11: 56605, 12: 56631, 13: 56651, 14: 56670, 15: 56696, 38: 56881, 35: 56884, 34: 56903, 82: 56943, 81: 56976, 85: 57036, 84: 57055, 83: 57069, 16: 57125, 17: 57136, 88: 57158, 89: 57180, 93: 57239}"
369,"{92: 12061, 91: 12083, 90: 12105, 1: 12185, 86: 12207, 87: 12267, 2: 12304, 3: 12339, 4: 12369, 36: 12372, 37: 12481, 5: 12506, 6: 12536, 7: 12565, 8: 12587, 9: 12646}"
370,"{10: 7741, 11: 7768, 12: 7798, 13: 7821, 14: 7843, 15: 7872, 38: 7981, 35: 7984, 34: 8006, 82: 8052, 81: 8090, 85: 8150, 84: 8171, 83: 8187, 16: 8251, 17: 8264, 88: 8289, 89: 8314, 93: 8373}"
371,"{92: 35641, 91: 35666, 90: 35691, 1: 35783, 86: 35808, 87: 35868, 2: 35910, 3: 35951, 4: 35986, 36: 35989, 37: 36079, 5: 36107, 6: 36141, 7: 36174, 8: 36199, 9: 36258}"
372,"{10: 11401, 11: 11422, 12: 11445, 13: 11463, 14: 11480, 15: 11503, 38: 11641, 35: 11644, 34: 11661, 82: 11696, 81: 11726, 85: 11786, 84: 11803, 83: 11815, 16: 11865, 17: 11875, 88: 11895, 89: 11915, 93: 11974}"
373,"{92: 37261, 91: 37286, 90: 37311, 1: 37403, 86: 37428, 87: 37488, 2: 37530, 3: 37571, 4: 37606, 36: 37609, 37: 37699, 5: 37727, 6: 37761, 7: 37794, 8: 37819, 9: 37878}"
374,"{10: 13201, 11: 13225, 12: 13251, 13: 13271, 14: 13290, 15: 13316, 38: 13441, 35: 13444, 34: 13463, 82: 13503, 81: 13536, 85: 13596, 84: 13615, 83: 13629, 16: 13685, 17: 13696, 88: 13718, 89: 13740, 93: 13799}"
375,"{92: 39181, 91: 39206, 90: 39231, 1: 39323, 86: 39348, 87: 39408, 2: 39450, 3: 39491, 4: 39526, 36: 39529, 37: 39619, 5: 39647, 6: 39681, 7: 39714, 8: 39739, 9: 39798}"
376,"{92: 49261, 91: 49281, 90: 49301, 1: 49372, 86: 49391, 87: 49451, 2: 49484, 3: 49515, 4: 49542, 36: 49545, 37: 49681, 5: 49703, 6: 49729, 7: 49755, 8: 49775, 9: 49834}"
377,"{92: 50761, 91: 50783, 90: 50805, 1: 50885, 86: 50907, 87: 50967, 2: 51004, 3: 51039, 4: 51069, 36: 51072, 37: 51181, 5: 51206, 6: 51236, 7: 51265, 8: 51287, 9: 51346}"
378,"{92: 52561, 91: 52586, 90: 52611, 1: 52703, 86: 52728, 87: 52788, 2: 52830, 3: 52871, 4: 52906, 36: 52909, 37: 52999, 5: 53027, 6: 53061, 7: 53094, 8: 53119, 9: 53178}"
379,"{92: 5941, 91: 5966, 90: 5991, 1: 6083, 86: 6108, 87: 6168, 2: 6210, 3: 6251, 4: 6286, 36: 6289, 37: 6481, 5: 6509, 6: 6543, 7: 6576, 8: 6601, 9: 6660}"
380,"{10: 3901, 11: 3922, 12: 3945, 13: 3963, 14: 3980, 15: 4003, 38: 4201, 35: 4204, 34: 4221, 82: 4256, 81: 4286, 85: 4346, 84: 4363, 83: 4375, 16: 4425, 17: 4435, 88: 4455, 89: 4475, 93: 4534}"
381,"{92: 8701, 91: 8726, 90: 8751, 1: 8843, 86: 8868, 87: 8928, 2: 8970, 3: 9011, 4: 9046, 36: 9049, 37: 9241, 5: 9269, 6: 9303, 7: 9336, 8: 9361, 9: 9420}"
382,"{92: 10141, 91: 10166, 90: 10191, 1: 10283, 86: 10308, 87: 10368, 2: 10410, 3: 10451, 4: 10486, 36: 10489, 37: 10681, 5: 10709, 6: 10743, 7: 10776, 8: 10801, 9: 10860}"
383,"{10: 7441, 11: 7468, 12: 7498, 13: 7521, 14: 7543, 15: 7572, 38: 7801, 35: 7804, 34: 7826, 82: 7872, 81: 7910, 85: 7970, 84: 7991, 83: 8007, 16: 8071, 17: 8084, 88: 8109, 89: 8134, 93: 8193}"
384,"{92: 10501, 91: 10523, 90: 10545, 1: 10625, 86: 10647, 87: 10707, 2: 10744, 3: 10779, 4: 10809, 36: 10812, 37: 11041, 5: 11066, 6: 11096, 7: 11125, 8: 11147, 9: 11206}"
385,"{10: 8281, 11: 8302, 12: 8325, 13: 8343, 14: 8360, 15: 8383, 38: 8641, 35: 8644, 34: 8661, 82: 8696, 81: 8726, 85: 8786, 84: 8803, 83: 8815, 16: 8865, 17: 8875, 88: 8895, 89: 8915, 93: 8974}"
386,"{10: 9241, 11: 9268, 12: 9298, 13: 9321, 14: 9343, 15: 9372, 38: 9601, 35: 9604, 34: 9626, 82: 9672, 81: 9710, 85: 9770, 84: 9791, 83: 9807, 16: 9871, 17: 9884, 88: 9909, 89: 9934, 93: 9993}"
387,"{92: 11941, 91: 11961, 90: 11981, 1: 12052, 86: 12071, 87: 12131, 2: 12164, 3: 12195, 4: 12222, 36: 12225, 37: 12421, 5: 12443, 6: 12469, 7: 12495, 8: 12515, 9: 12574}"
388,"{92: 12361, 91: 12383, 90: 12405, 1: 12485, 86: 12507, 87: 12567, 2: 12604, 3: 12639, 4: 12669, 36: 12672, 37: 12901, 5: 12926, 6: 12956, 7: 12985, 8: 13007, 9: 13066}"
389,"{10: 11041, 11: 11062, 12: 11085, 13: 11103, 14: 11120, 15: 11143, 38: 11401, 35: 11404, 34: 11421, 82: 11456, 81: 11486, 85: 11546, 84: 11563, 83: 11575, 16: 11625, 17: 11635, 88: 11655, 89: 11675, 93: 11734}"
390,"{92: 14041, 91: 14061, 90: 14081, 1: 14152, 86: 14171, 87: 14231, 2: 14264, 3: 14295, 4: 14322, 36: 14325, 37: 14521, 5: 14543, 6: 14569, 7: 14595, 8: 14615, 9: 14674}"
391,"{10: 13741, 11: 13765, 12: 13791, 13: 13811, 14: 13830, 15: 13856, 38: 14041, 35: 14044, 34: 14063, 82: 14103, 81: 14136, 85: 14196, 84: 14215, 83: 14229, 16: 14285, 17: 14296, 88: 14318, 89: 14340, 93: 14399}"
392,"{10: 17401, 11: 17422, 12: 17445, 13: 17463, 14: 17480, 15: 17503, 38: 17701, 35: 17704, 34: 17721, 82: 17756, 81: 17786, 85: 17846, 84: 17863, 83: 17875, 16: 17925, 17: 17935, 88: 17955, 89: 17975, 93: 18034}"
393,"{92: 15841, 91: 15866, 90: 15891, 1: 15983, 86: 16008, 87: 16068, 2: 16110, 3: 16151, 4: 16186, 36: 16189, 37: 16321, 5: 16349, 6: 16383, 7: 16416, 8: 16441, 9: 16500}"
394,"{10: 20941, 11: 20968, 12: 20998, 13: 21021, 14: 21043, 15: 21072, 38: 21241, 35: 21244, 34: 21266, 82: 21312, 81: 21350, 85: 21410, 84: 21431, 83: 21447, 16: 21511, 17: 21524, 88: 21549, 89: 21574, 93: 21633}"
395,"{92: 18421, 91: 18446, 90: 18471, 1: 18563, 86: 18588, 87: 18648, 2: 18690, 3: 18731, 4: 18766, 36: 18769, 37: 18961, 5: 18989, 6: 19023, 7: 19056, 8: 19081, 9: 19140}"
396,"{92: 22141, 91: 22166, 90: 22191, 1: 22283, 86: 22308, 87: 22368, 2: 22410, 3: 22451, 4: 22486, 36: 22489, 37: 22681, 5: 22709, 6: 22743, 7: 22776, 8: 22801, 9: 22860}"
397,"{10: 24541, 11: 24565, 12: 24591, 13: 24611, 14: 24630, 15: 24656, 38: 24841, 35: 24844, 34: 24863, 82: 24903, 81: 24936, 85: 24996, 84: 25015, 83: 25029, 16: 25085, 17: 25096, 88: 25118, 89: 25140, 93: 25199}"
398,"{92: 25681, 91: 25703, 90: 25725, 1: 25805, 86: 25827, 87: 25887, 2: 25924, 3: 25959, 4: 25989, 36: 25992, 37: 26221, 5: 26246, 6: 26276, 7: 26305, 8: 26327, 9: 26386}"
399,"{10: 28081, 11: 28108, 12: 28138, 13: 28161, 14: 28183, 15: 28212, 38: 28441, 35: 28444, 34: 28466, 82: 28512, 81: 28550, 85: 28610, 84: 28631, 83: 28647, 16: 28711, 17: 28724, 88: 28749, 89: 28774, 93: 28833}"
400,"{92: 29281, 91: 29306, 90: 29331, 1: 29423, 86: 29448, 87: 29508, 2: 29550, 3: 29591, 4: 29626, 36: 29629, 37: 29821, 5: 29849, 6: 29883, 7: 29916, 8: 29941, 9: 30000}"
401,"{10: 31801, 11: 31825, 12: 31851, 13: 31871, 14: 31890, 15: 31916, 38: 32101, 35: 32104, 34: 32123, 82: 32163, 81: 32196, 85: 32256, 84: 32275, 83: 32289, 16: 32345, 17: 32356, 88: 32378, 89: 32400, 93: 32459}"
402,"{92: 32881, 91: 32901, 90: 32921, 1: 32992, 86: 33011, 87: 33071, 2: 33104, 3: 33135, 4: 33162, 36: 33165, 37: 33421, 5: 33443, 6: 33469, 7: 33495, 8: 33515, 9: 33574}"
403,"{10: 34561, 11: 34585, 12: 34611, 13: 34631, 14: 34650, 15: 34676, 38: 34861, 35: 34864, 34: 34883, 82: 34923, 81: 34956, 85: 35016, 84: 35035, 83: 35049, 16: 35105, 17: 35116, 88: 35138, 89: 35160, 93: 35219}"
404,"{92: 36481, 91: 36503, 90: 36525, 1: 36605, 86: 36627, 87: 36687, 2: 36724, 3: 36759, 4: 36789, 36: 36792, 37: 37021, 5: 37046, 6: 37076, 7: 37105, 8: 37127, 9: 37186}"
405,"{92: 40141, 91: 40166, 90: 40191, 1: 40283, 86: 40308, 87: 40368, 2: 40410, 3: 40451, 4: 40486, 36: 40489, 37: 40621, 5: 40649, 6: 40683, 7: 40716, 8: 40741, 9: 40800}"
406,"{10: 36241, 11: 36268, 12: 36298, 13: 36321, 14: 36343, 15: 36372, 38: 36541, 35: 36544, 34: 36566, 82: 36612, 81: 36650, 85: 36710, 84: 36731, 83: 36747, 16: 36811, 17: 36824, 88: 36849, 89: 36874, 93: 36933}"
407,"{10: 37981, 11: 38002, 12: 38025, 13: 38043, 14: 38060, 15: 38083, 38: 38341, 35: 38344, 34: 38361, 82: 38396, 81: 38426, 85: 38486, 84: 38503, 83: 38515, 16: 38565, 17: 38575, 88: 38595, 89: 38615, 93: 38674}"
408,"{92: 42841, 91: 42866, 90: 42891, 1: 42983, 86: 43008, 87: 43068, 2: 43110, 3: 43151, 4: 43186, 36: 43189, 37: 43381, 5: 43409, 6: 43443, 7: 43476, 8: 43501, 9: 43560}"
409,"{10: 39841, 11: 39868, 12: 39898, 13: 39921, 14: 39943, 15: 39972, 38: 40201, 35: 40204, 34: 40226, 82: 40272, 81: 40310, 85: 40370, 84: 40391, 83: 40407, 16: 40471, 17: 40484, 88: 40509, 89: 40534, 93: 40593}"
410,"{92: 44581, 91: 44601, 90: 44621, 1: 44692, 86: 44711, 87: 44771, 2: 44804, 3: 44835, 4: 44862, 36: 44865, 37: 45061, 5: 45083, 6: 45109, 7: 45135, 8: 45155, 9: 45214}"
411,"{10: 42601, 11: 42625, 12: 42651, 13: 42671, 14: 42690, 15: 42716, 38: 42961, 35: 42964, 34: 42983, 82: 43023, 81: 43056, 85: 43116, 84: 43135, 83: 43149, 16: 43205, 17: 43216, 88: 43238, 89: 43260, 93: 43319}"
412,"{92: 47341, 91: 47366, 90: 47391, 1: 47483, 86: 47508, 87: 47568, 2: 47610, 3: 47651, 4: 47686, 36: 47689, 37: 47821, 5: 47849, 6: 47883, 7: 47916, 8: 47941, 9: 48000}"
413,"{10: 46081, 11: 46105, 12: 46131, 13: 46151, 14: 46170, 15: 46196, 38: 46441, 35: 46444, 34: 46463, 82: 46503, 81: 46536, 85: 46596, 84: 46615, 83: 46629, 16: 46685, 17: 46696, 88: 46718, 89: 46740, 93: 46799}"
414,"{92: 50881, 91: 50906, 90: 50931, 1: 51023, 86: 51048, 87: 51108, 2: 51150, 3: 51191, 4: 51226, 36: 51229, 37: 51421, 5: 51449, 6: 51483, 7: 51516, 8: 51541, 9: 51600}"
415,"{10: 47101, 11: 47128, 12: 47158, 13: 47181, 14: 47203, 15: 47232, 38: 47401, 35: 47404, 34: 47426, 82: 47472, 81: 47510, 85: 47570, 84: 47591, 83: 47607, 16: 47671, 17: 47684, 88: 47709, 89: 47734, 93: 47793}"
416,"{92: 53581, 91: 53603, 90: 53625, 1: 53705, 86: 53727, 87: 53787, 2: 53824, 3: 53859, 4: 53889, 36: 53892, 37: 54061, 5: 54086, 6: 54116, 7: 54145, 8: 54167, 9: 54226}"
417,"{10: 48841, 11: 48865, 12: 48891, 13: 48911, 14: 48930, 15: 48956, 38: 49201, 35: 49204, 34: 49223, 82: 49263, 81: 49296, 85: 49356, 84: 49375, 83: 49389, 16: 49445, 17: 49456, 88: 49478, 89: 49500, 93: 49559}"
418,"{92: 55321, 91: 55341, 90: 55361, 1: 55432, 86: 55451, 87: 55511, 2: 55544, 3: 55575, 4: 55602, 36: 55605, 37: 55801, 5: 55823, 6: 55849, 7: 55875, 8: 55895, 9: 55954}"
