,begin_schedule
310,"{10: 41220, 11: 41280, 12: 41307, 13: 41337, 14: 41360, 15: 41382, 38: 41411, 35: 41580, 34: 41583, 82: 41605, 81: 41651, 85: 41689, 84: 41749, 83: 41770, 16: 41786, 17: 41850, 88: 41863, 89: 41888, 93: 41913}"
311,"{92: 46800, 91: 46860, 90: 46885, 1: 46910, 86: 47002, 87: 47027, 2: 47087, 3: 47129, 4: 47170, 36: 47205, 37: 47208, 5: 47340, 6: 47368, 7: 47402, 8: 47435, 9: 47460}"
312,"{10: 43020, 11: 43080, 12: 43107, 13: 43137, 14: 43160, 15: 43182, 38: 43211, 35: 43380, 34: 43383, 82: 43405, 81: 43451, 85: 43489, 84: 43549, 83: 43570, 16: 43586, 17: 43650, 88: 43663, 89: 43688, 93: 43713}"
313,"{92: 48600, 91: 48660, 90: 48682, 1: 48704, 86: 48784, 87: 48806, 2: 48866, 3: 48903, 4: 48938, 36: 48968, 37: 48971, 5: 49140, 6: 49165, 7: 49195, 8: 49224, 9: 49246}"
314,"{10: 44820, 11: 44880, 12: 44904, 13: 44930, 14: 44950, 15: 44969, 38: 44995, 35: 45180, 34: 45183, 82: 45202, 81: 45242, 85: 45275, 84: 45335, 83: 45354, 16: 45368, 17: 45424, 88: 45435, 89: 45457, 93: 45479}"
315,"{92: 50400, 91: 50460, 90: 50485, 1: 50510, 86: 50602, 87: 50627, 2: 50687, 3: 50729, 4: 50770, 36: 50805, 37: 50808, 5: 50940, 6: 50968, 7: 51002, 8: 51035, 9: 51060}"
316,"{10: 46620, 11: 46680, 12: 46707, 13: 46737, 14: 46760, 15: 46782, 38: 46811, 35: 46980, 34: 46983, 82: 47005, 81: 47051, 85: 47089, 84: 47149, 83: 47170, 16: 47186, 17: 47250, 88: 47263, 89: 47288, 93: 47313}"
317,"{92: 52140, 91: 52200, 90: 52225, 1: 52250, 86: 52342, 87: 52367, 2: 52427, 3: 52469, 4: 52510, 36: 52545, 37: 52548, 5: 52680, 6: 52708, 7: 52742, 8: 52775, 9: 52800}"
318,"{10: 48420, 11: 48480, 12: 48507, 13: 48537, 14: 48560, 15: 48582, 38: 48611, 35: 48780, 34: 48783, 82: 48805, 81: 48851, 85: 48889, 84: 48949, 83: 48970, 16: 48986, 17: 49050, 88: 49063, 89: 49088, 93: 49113}"
319,"{92: 53940, 91: 54000, 90: 54025, 1: 54050, 86: 54142, 87: 54167, 2: 54227, 3: 54269, 4: 54310, 36: 54345, 37: 54348, 5: 54480, 6: 54508, 7: 54542, 8: 54575, 9: 54600}"
320,"{10: 50220, 11: 50280, 12: 50301, 13: 50324, 14: 50342, 15: 50359, 38: 50382, 35: 50580, 34: 50583, 82: 50600, 81: 50635, 85: 50665, 84: 50725, 83: 50742, 16: 50754, 17: 50804, 88: 50814, 89: 50834, 93: 50854}"
321,"{92: 55740, 91: 55800, 90: 55822, 1: 55844, 86: 55924, 87: 55946, 2: 56006, 3: 56043, 4: 56078, 36: 56108, 37: 56111, 5: 56280, 6: 56305, 7: 56335, 8: 56364, 9: 56386}"
322,"{10: 52020, 11: 52080, 12: 52107, 13: 52137, 14: 52160, 15: 52182, 38: 52211, 35: 52380, 34: 52383, 82: 52405, 81: 52451, 85: 52489, 84: 52549, 83: 52570, 16: 52586, 17: 52650, 88: 52663, 89: 52688, 93: 52713}"
323,"{92: 57600, 91: 57660, 90: 57685, 1: 57710, 86: 57802, 87: 57827, 2: 57887, 3: 57929, 4: 57970, 36: 58005, 37: 58008, 5: 58140, 6: 58168, 7: 58202, 8: 58235, 9: 58260}"
324,"{10: 53820, 11: 53880, 12: 53901, 13: 53924, 14: 53942, 15: 53959, 38: 53982, 35: 54180, 34: 54183, 82: 54200, 81: 54235, 85: 54265, 84: 54325, 83: 54342, 16: 54354, 17: 54404, 88: 54414, 89: 54434, 93: 54454}"
325,"{92: 59220, 91: 59280, 90: 59305, 1: 59330, 86: 59422, 87: 59447, 2: 59507, 3: 59549, 4: 59590, 36: 59625, 37: 59628, 5: 59760, 6: 59788, 7: 59822, 8: 59855, 9: 59880}"
326,"{10: 55620, 11: 55680, 12: 55707, 13: 55737, 14: 55760, 15: 55782, 38: 55811, 35: 55980, 34: 55983, 82: 56005, 81: 56051, 85: 56089, 84: 56149, 83: 56170, 16: 56186, 17: 56250, 88: 56263, 89: 56288, 93: 56313}"
327,"{92: 61140, 91: 61200, 90: 61225, 1: 61250, 86: 61342, 87: 61367, 2: 61427, 3: 61469, 4: 61510, 36: 61545, 37: 61548, 5: 61680, 6: 61708, 7: 61742, 8: 61775, 9: 61800}"
328,"{10: 57420, 11: 57480, 12: 57504, 13: 57530, 14: 57550, 15: 57569, 38: 57595, 35: 57780, 34: 57783, 82: 57802, 81: 57842, 85: 57875, 84: 57935, 83: 57954, 16: 57968, 17: 58024, 88: 58035, 89: 58057, 93: 58079}"
329,"{92: 62880, 91: 62940, 90: 62962, 1: 62984, 86: 63064, 87: 63086, 2: 63146, 3: 63183, 4: 63218, 36: 63248, 37: 63251, 5: 63420, 6: 63445, 7: 63475, 8: 63504, 9: 63526}"
330,"{10: 59220, 11: 59280, 12: 59307, 13: 59337, 14: 59360, 15: 59382, 38: 59411, 35: 59580, 34: 59583, 82: 59605, 81: 59651, 85: 59689, 84: 59749, 83: 59770, 16: 59786, 17: 59850, 88: 59863, 89: 59888, 93: 59913}"
331,"{92: 64620, 91: 64680, 90: 64702, 1: 64724, 86: 64804, 87: 64826, 2: 64886, 3: 64923, 4: 64958, 36: 64988, 37: 64991, 5: 65160, 6: 65185, 7: 65215, 8: 65244, 9: 65266}"
332,"{10: 61020, 11: 61080, 12: 61107, 13: 61137, 14: 61160, 15: 61182, 38: 61211, 35: 61380, 34: 61383, 82: 61405, 81: 61451, 85: 61489, 84: 61549, 83: 61570, 16: 61586, 17: 61650, 88: 61663, 89: 61688, 93: 61713}"
333,"{92: 66420, 91: 66480, 90: 66500, 1: 66520, 86: 66591, 87: 66610, 2: 66670, 3: 66703, 4: 66734, 36: 66761, 37: 66764, 5: 66960, 6: 66982, 7: 67008, 8: 67034, 9: 67054}"
334,"{10: 62940, 11: 63000, 12: 63021, 13: 63044, 14: 63062, 15: 63079, 38: 63102, 35: 63300, 34: 63303, 82: 63320, 81: 63355, 85: 63385, 84: 63445, 83: 63462, 16: 63474, 17: 63524, 88: 63534, 89: 63554, 93: 63574}"
335,"{92: 68280, 91: 68340, 90: 68362, 1: 68384, 86: 68464, 87: 68486, 2: 68546, 3: 68583, 4: 68618, 36: 68648, 37: 68651, 5: 68820, 6: 68845, 7: 68875, 8: 68904, 9: 68926}"
336,"{10: 64800, 11: 64860, 12: 64887, 13: 64917, 14: 64940, 15: 64962, 38: 64991, 35: 65160, 34: 65163, 82: 65185, 81: 65231, 85: 65269, 84: 65329, 83: 65350, 16: 65366, 17: 65430, 88: 65443, 89: 65468, 93: 65493}"
337,"{10: 66600, 11: 66660, 12: 66687, 13: 66717, 14: 66740, 15: 66762, 38: 66791, 35: 66960, 34: 66963, 82: 66985, 81: 67031, 85: 67069, 84: 67129, 83: 67150, 16: 67166, 17: 67230, 88: 67243, 89: 67268, 93: 67293}"
338,"{92: 7440, 91: 7500, 90: 7525, 1: 7550, 86: 7642, 87: 7667, 2: 7727, 3: 7769, 4: 7810, 36: 7845, 37: 7848, 5: 7980, 6: 8008, 7: 8042, 8: 8075, 9: 8100}"
339,"{10: 8640, 11: 8700, 12: 8724, 13: 8750, 14: 8770, 15: 8789, 38: 8815, 35: 9000, 34: 9003, 82: 9022, 81: 9062, 85: 9095, 84: 9155, 83: 9174, 16: 9188, 17: 9244, 88: 9255, 89: 9277, 93: 9299}"
340,"{92: 9060, 91: 9120, 90: 9145, 1: 9170, 86: 9262, 87: 9287, 2: 9347, 3: 9389, 4: 9430, 36: 9465, 37: 9468, 5: 9600, 6: 9628, 7: 9662, 8: 9695, 9: 9720}"
341,"{10: 10380, 11: 10440, 12: 10467, 13: 10497, 14: 10520, 15: 10542, 38: 10571, 35: 10740, 34: 10743, 82: 10765, 81: 10811, 85: 10849, 84: 10909, 83: 10930, 16: 10946, 17: 11010, 88: 11023, 89: 11048, 93: 11073}"
342,"{92: 10860, 91: 10920, 90: 10945, 1: 10970, 86: 11062, 87: 11087, 2: 11147, 3: 11189, 4: 11230, 36: 11265, 37: 11268, 5: 11460, 6: 11488, 7: 11522, 8: 11555, 9: 11580}"
343,"{10: 12240, 11: 12300, 12: 12327, 13: 12357, 14: 12380, 15: 12402, 38: 12431, 35: 12600, 34: 12603, 82: 12625, 81: 12671, 85: 12709, 84: 12769, 83: 12790, 16: 12806, 17: 12870, 88: 12883, 89: 12908, 93: 12933}"
344,"{92: 12780, 91: 12840, 90: 12860, 1: 12880, 86: 12951, 87: 12970, 2: 13030, 3: 13063, 4: 13094, 36: 13121, 37: 13124, 5: 13380, 6: 13402, 7: 13428, 8: 13454, 9: 13474}"
345,"{10: 15000, 11: 15060, 12: 15081, 13: 15104, 14: 15122, 15: 15139, 38: 15162, 35: 15360, 34: 15363, 82: 15380, 81: 15415, 85: 15445, 84: 15505, 83: 15522, 16: 15534, 17: 15584, 88: 15594, 89: 15614, 93: 15634}"
346,"{92: 14580, 91: 14640, 90: 14662, 1: 14684, 86: 14764, 87: 14786, 2: 14846, 3: 14883, 4: 14918, 36: 14948, 37: 14951, 5: 15180, 6: 15205, 7: 15235, 8: 15264, 9: 15286}"
347,"{10: 16800, 11: 16860, 12: 16887, 13: 16917, 14: 16940, 15: 16962, 38: 16991, 35: 17160, 34: 17163, 82: 17185, 81: 17231, 85: 17269, 84: 17329, 83: 17350, 16: 17366, 17: 17430, 88: 17443, 89: 17468, 93: 17493}"
348,"{92: 16380, 91: 16440, 90: 16462, 1: 16484, 86: 16564, 87: 16586, 2: 16646, 3: 16683, 4: 16718, 36: 16748, 37: 16751, 5: 16980, 6: 17005, 7: 17035, 8: 17064, 9: 17086}"
349,"{10: 18600, 11: 18660, 12: 18687, 13: 18717, 14: 18740, 15: 18762, 38: 18791, 35: 18960, 34: 18963, 82: 18985, 81: 19031, 85: 19069, 84: 19129, 83: 19150, 16: 19166, 17: 19230, 88: 19243, 89: 19268, 93: 19293}"
350,"{92: 31440, 91: 31500, 90: 31520, 1: 31540, 86: 31611, 87: 31630, 2: 31690, 3: 31723, 4: 31754, 36: 31781, 37: 31784, 5: 31980, 6: 32002, 7: 32028, 8: 32054, 9: 32074}"
351,"{10: 20400, 11: 20460, 12: 20487, 13: 20517, 14: 20540, 15: 20562, 38: 20591, 35: 20760, 34: 20763, 82: 20785, 81: 20831, 85: 20869, 84: 20929, 83: 20950, 16: 20966, 17: 21030, 88: 21043, 89: 21068, 93: 21093}"
352,"{92: 33360, 91: 33420, 90: 33442, 1: 33464, 86: 33544, 87: 33566, 2: 33626, 3: 33663, 4: 33698, 36: 33728, 37: 33731, 5: 33900, 6: 33925, 7: 33955, 8: 33984, 9: 34006}"
353,"{10: 34920, 11: 34980, 12: 35004, 13: 35030, 14: 35050, 15: 35069, 38: 35095, 35: 35280, 34: 35283, 82: 35302, 81: 35342, 85: 35375, 84: 35435, 83: 35454, 16: 35468, 17: 35524, 88: 35535, 89: 35557, 93: 35579}"
354,"{92: 35040, 91: 35100, 90: 35125, 1: 35150, 86: 35242, 87: 35267, 2: 35327, 3: 35369, 4: 35410, 36: 35445, 37: 35448, 5: 35580, 6: 35608, 7: 35642, 8: 35675, 9: 35700}"
355,"{10: 36720, 11: 36780, 12: 36807, 13: 36837, 14: 36860, 15: 36882, 38: 36911, 35: 37080, 34: 37083, 82: 37105, 81: 37151, 85: 37189, 84: 37249, 83: 37270, 16: 37286, 17: 37350, 88: 37363, 89: 37388, 93: 37413}"
356,"{92: 36840, 91: 36900, 90: 36925, 1: 36950, 86: 37042, 87: 37067, 2: 37127, 3: 37169, 4: 37210, 36: 37245, 37: 37248, 5: 37380, 6: 37408, 7: 37442, 8: 37475, 9: 37500}"
357,"{10: 38520, 11: 38580, 12: 38607, 13: 38637, 14: 38660, 15: 38682, 38: 38711, 35: 38880, 34: 38883, 82: 38905, 81: 38951, 85: 38989, 84: 39049, 83: 39070, 16: 39086, 17: 39150, 88: 39163, 89: 39188, 93: 39213}"
358,"{92: 45900, 91: 45960, 90: 45985, 1: 46010, 86: 46102, 87: 46127, 2: 46187, 3: 46229, 4: 46270, 36: 46305, 37: 46308, 5: 46440, 6: 46468, 7: 46502, 8: 46535, 9: 46560}"
359,"{10: 40320, 11: 40380, 12: 40401, 13: 40424, 14: 40442, 15: 40459, 38: 40482, 35: 40680, 34: 40683, 82: 40700, 81: 40735, 85: 40765, 84: 40825, 83: 40842, 16: 40854, 17: 40904, 88: 40914, 89: 40934, 93: 40954}"
360,"{92: 47700, 91: 47760, 90: 47780, 1: 47800, 86: 47871, 87: 47890, 2: 47950, 3: 47983, 4: 48014, 36: 48041, 37: 48044, 5: 48240, 6: 48262, 7: 48288, 8: 48314, 9: 48334}"
361,"{10: 49320, 11: 49380, 12: 49407, 13: 49437, 14: 49460, 15: 49482, 38: 49511, 35: 49680, 34: 49683, 82: 49705, 81: 49751, 85: 49789, 84: 49849, 83: 49870, 16: 49886, 17: 49950, 88: 49963, 89: 49988, 93: 50013}"
362,"{92: 49500, 91: 49560, 90: 49585, 1: 49610, 86: 49702, 87: 49727, 2: 49787, 3: 49829, 4: 49870, 36: 49905, 37: 49908, 5: 50040, 6: 50068, 7: 50102, 8: 50135, 9: 50160}"
363,"{10: 51120, 11: 51180, 12: 51207, 13: 51237, 14: 51260, 15: 51282, 38: 51311, 35: 51480, 34: 51483, 82: 51505, 81: 51551, 85: 51589, 84: 51649, 83: 51670, 16: 51686, 17: 51750, 88: 51763, 89: 51788, 93: 51813}"
364,"{92: 51300, 91: 51360, 90: 51382, 1: 51404, 86: 51484, 87: 51506, 2: 51566, 3: 51603, 4: 51638, 36: 51668, 37: 51671, 5: 51840, 6: 51865, 7: 51895, 8: 51924, 9: 51946}"
365,"{10: 52920, 11: 52980, 12: 53007, 13: 53037, 14: 53060, 15: 53082, 38: 53111, 35: 53280, 34: 53283, 82: 53305, 81: 53351, 85: 53389, 84: 53449, 83: 53470, 16: 53486, 17: 53550, 88: 53563, 89: 53588, 93: 53613}"
366,"{92: 53100, 91: 53160, 90: 53180, 1: 53200, 86: 53271, 87: 53290, 2: 53350, 3: 53383, 4: 53414, 36: 53441, 37: 53444, 5: 53640, 6: 53662, 7: 53688, 8: 53714, 9: 53734}"
367,"{10: 54720, 11: 54780, 12: 54807, 13: 54837, 14: 54860, 15: 54882, 38: 54911, 35: 55080, 34: 55083, 82: 55105, 81: 55151, 85: 55189, 84: 55249, 83: 55270, 16: 55286, 17: 55350, 88: 55363, 89: 55388, 93: 55413}"
368,"{10: 56520, 11: 56580, 12: 56604, 13: 56630, 14: 56650, 15: 56669, 38: 56695, 35: 56880, 34: 56883, 82: 56902, 81: 56942, 85: 56975, 84: 57035, 83: 57054, 16: 57068, 17: 57124, 88: 57135, 89: 57157, 93: 57179}"
369,"{92: 12000, 91: 12060, 90: 12082, 1: 12104, 86: 12184, 87: 12206, 2: 12266, 3: 12303, 4: 12338, 36: 12368, 37: 12371, 5: 12480, 6: 12505, 7: 12535, 8: 12564, 9: 12586}"
370,"{10: 7680, 11: 7740, 12: 7767, 13: 7797, 14: 7820, 15: 7842, 38: 7871, 35: 7980, 34: 7983, 82: 8005, 81: 8051, 85: 8089, 84: 8149, 83: 8170, 16: 8186, 17: 8250, 88: 8263, 89: 8288, 93: 8313}"
371,"{92: 35580, 91: 35640, 90: 35665, 1: 35690, 86: 35782, 87: 35807, 2: 35867, 3: 35909, 4: 35950, 36: 35985, 37: 35988, 5: 36078, 6: 36106, 7: 36140, 8: 36173, 9: 36198}"
372,"{10: 11340, 11: 11400, 12: 11421, 13: 11444, 14: 11462, 15: 11479, 38: 11502, 35: 11640, 34: 11643, 82: 11660, 81: 11695, 85: 11725, 84: 11785, 83: 11802, 16: 11814, 17: 11864, 88: 11874, 89: 11894, 93: 11914}"
373,"{92: 37200, 91: 37260, 90: 37285, 1: 37310, 86: 37402, 87: 37427, 2: 37487, 3: 37529, 4: 37570, 36: 37605, 37: 37608, 5: 37698, 6: 37726, 7: 37760, 8: 37793, 9: 37818}"
374,"{10: 13140, 11: 13200, 12: 13224, 13: 13250, 14: 13270, 15: 13289, 38: 13315, 35: 13440, 34: 13443, 82: 13462, 81: 13502, 85: 13535, 84: 13595, 83: 13614, 16: 13628, 17: 13684, 88: 13695, 89: 13717, 93: 13739}"
375,"{92: 39120, 91: 39180, 90: 39205, 1: 39230, 86: 39322, 87: 39347, 2: 39407, 3: 39449, 4: 39490, 36: 39525, 37: 39528, 5: 39618, 6: 39646, 7: 39680, 8: 39713, 9: 39738}"
376,"{92: 49200, 91: 49260, 90: 49280, 1: 49300, 86: 49371, 87: 49390, 2: 49450, 3: 49483, 4: 49514, 36: 49541, 37: 49544, 5: 49680, 6: 49702, 7: 49728, 8: 49754, 9: 49774}"
377,"{92: 50700, 91: 50760, 90: 50782, 1: 50804, 86: 50884, 87: 50906, 2: 50966, 3: 51003, 4: 51038, 36: 51068, 37: 51071, 5: 51180, 6: 51205, 7: 51235, 8: 51264, 9: 51286}"
378,"{92: 52500, 91: 52560, 90: 52585, 1: 52610, 86: 52702, 87: 52727, 2: 52787, 3: 52829, 4: 52870, 36: 52905, 37: 52908, 5: 52998, 6: 53026, 7: 53060, 8: 53093, 9: 53118}"
379,"{92: 5880, 91: 5940, 90: 5965, 1: 5990, 86: 6082, 87: 6107, 2: 6167, 3: 6209, 4: 6250, 36: 6285, 37: 6288, 5: 6480, 6: 6508, 7: 6542, 8: 6575, 9: 6600}"
380,"{10: 3840, 11: 3900, 12: 3921, 13: 3944, 14: 3962, 15: 3979, 38: 4002, 35: 4200, 34: 4203, 82: 4220, 81: 4255, 85: 4285, 84: 4345, 83: 4362, 16: 4374, 17: 4424, 88: 4434, 89: 4454, 93: 4474}"
381,"{92: 8640, 91: 8700, 90: 8725, 1: 8750, 86: 8842, 87: 8867, 2: 8927, 3: 8969, 4: 9010, 36: 9045, 37: 9048, 5: 9240, 6: 9268, 7: 9302, 8: 9335, 9: 9360}"
382,"{92: 10080, 91: 10140, 90: 10165, 1: 10190, 86: 10282, 87: 10307, 2: 10367, 3: 10409, 4: 10450, 36: 10485, 37: 10488, 5: 10680, 6: 10708, 7: 10742, 8: 10775, 9: 10800}"
383,"{10: 7380, 11: 7440, 12: 7467, 13: 7497, 14: 7520, 15: 7542, 38: 7571, 35: 7800, 34: 7803, 82: 7825, 81: 7871, 85: 7909, 84: 7969, 83: 7990, 16: 8006, 17: 8070, 88: 8083, 89: 8108, 93: 8133}"
384,"{92: 10440, 91: 10500, 90: 10522, 1: 10544, 86: 10624, 87: 10646, 2: 10706, 3: 10743, 4: 10778, 36: 10808, 37: 10811, 5: 11040, 6: 11065, 7: 11095, 8: 11124, 9: 11146}"
385,"{10: 8220, 11: 8280, 12: 8301, 13: 8324, 14: 8342, 15: 8359, 38: 8382, 35: 8640, 34: 8643, 82: 8660, 81: 8695, 85: 8725, 84: 8785, 83: 8802, 16: 8814, 17: 8864, 88: 8874, 89: 8894, 93: 8914}"
386,"{10: 9180, 11: 9240, 12: 9267, 13: 9297, 14: 9320, 15: 9342, 38: 9371, 35: 9600, 34: 9603, 82: 9625, 81: 9671, 85: 9709, 84: 9769, 83: 9790, 16: 9806, 17: 9870, 88: 9883, 89: 9908, 93: 9933}"
387,"{92: 11880, 91: 11940, 90: 11960, 1: 11980, 86: 12051, 87: 12070, 2: 12130, 3: 12163, 4: 12194, 36: 12221, 37: 12224, 5: 12420, 6: 12442, 7: 12468, 8: 12494, 9: 12514}"
388,"{92: 12300, 91: 12360, 90: 12382, 1: 12404, 86: 12484, 87: 12506, 2: 12566, 3: 12603, 4: 12638, 36: 12668, 37: 12671, 5: 12900, 6: 12925, 7: 12955, 8: 12984, 9: 13006}"
389,"{10: 10980, 11: 11040, 12: 11061, 13: 11084, 14: 11102, 15: 11119, 38: 11142, 35: 11400, 34: 11403, 82: 11420, 81: 11455, 85: 11485, 84: 11545, 83: 11562, 16: 11574, 17: 11624, 88: 11634, 89: 11654, 93: 11674}"
390,"{92: 13980, 91: 14040, 90: 14060, 1: 14080, 86: 14151, 87: 14170, 2: 14230, 3: 14263, 4: 14294, 36: 14321, 37: 14324, 5: 14520, 6: 14542, 7: 14568, 8: 14594, 9: 14614}"
391,"{10: 13680, 11: 13740, 12: 13764, 13: 13790, 14: 13810, 15: 13829, 38: 13855, 35: 14040, 34: 14043, 82: 14062, 81: 14102, 85: 14135, 84: 14195, 83: 14214, 16: 14228, 17: 14284, 88: 14295, 89: 14317, 93: 14339}"
392,"{10: 17340, 11: 17400, 12: 17421, 13: 17444, 14: 17462, 15: 17479, 38: 17502, 35: 17700, 34: 17703, 82: 17720, 81: 17755, 85: 17785, 84: 17845, 83: 17862, 16: 17874, 17: 17924, 88: 17934, 89: 17954, 93: 17974}"
393,"{92: 15780, 91: 15840, 90: 15865, 1: 15890, 86: 15982, 87: 16007, 2: 16067, 3: 16109, 4: 16150, 36: 16185, 37: 16188, 5: 16320, 6: 16348, 7: 16382, 8: 16415, 9: 16440}"
394,"{10: 20880, 11: 20940, 12: 20967, 13: 20997, 14: 21020, 15: 21042, 38: 21071, 35: 21240, 34: 21243, 82: 21265, 81: 21311, 85: 21349, 84: 21409, 83: 21430, 16: 21446, 17: 21510, 88: 21523, 89: 21548, 93: 21573}"
395,"{92: 18360, 91: 18420, 90: 18445, 1: 18470, 86: 18562, 87: 18587, 2: 18647, 3: 18689, 4: 18730, 36: 18765, 37: 18768, 5: 18960, 6: 18988, 7: 19022, 8: 19055, 9: 19080}"
396,"{92: 22080, 91: 22140, 90: 22165, 1: 22190, 86: 22282, 87: 22307, 2: 22367, 3: 22409, 4: 22450, 36: 22485, 37: 22488, 5: 22680, 6: 22708, 7: 22742, 8: 22775, 9: 22800}"
397,"{10: 24480, 11: 24540, 12: 24564, 13: 24590, 14: 24610, 15: 24629, 38: 24655, 35: 24840, 34: 24843, 82: 24862, 81: 24902, 85: 24935, 84: 24995, 83: 25014, 16: 25028, 17: 25084, 88: 25095, 89: 25117, 93: 25139}"
398,"{92: 25620, 91: 25680, 90: 25702, 1: 25724, 86: 25804, 87: 25826, 2: 25886, 3: 25923, 4: 25958, 36: 25988, 37: 25991, 5: 26220, 6: 26245, 7: 26275, 8: 26304, 9: 26326}"
399,"{10: 28020, 11: 28080, 12: 28107, 13: 28137, 14: 28160, 15: 28182, 38: 28211, 35: 28440, 34: 28443, 82: 28465, 81: 28511, 85: 28549, 84: 28609, 83: 28630, 16: 28646, 17: 28710, 88: 28723, 89: 28748, 93: 28773}"
400,"{92: 29220, 91: 29280, 90: 29305, 1: 29330, 86: 29422, 87: 29447, 2: 29507, 3: 29549, 4: 29590, 36: 29625, 37: 29628, 5: 29820, 6: 29848, 7: 29882, 8: 29915, 9: 29940}"
401,"{10: 31740, 11: 31800, 12: 31824, 13: 31850, 14: 31870, 15: 31889, 38: 31915, 35: 32100, 34: 32103, 82: 32122, 81: 32162, 85: 32195, 84: 32255, 83: 32274, 16: 32288, 17: 32344, 88: 32355, 89: 32377, 93: 32399}"
402,"{92: 32820, 91: 32880, 90: 32900, 1: 32920, 86: 32991, 87: 33010, 2: 33070, 3: 33103, 4: 33134, 36: 33161, 37: 33164, 5: 33420, 6: 33442, 7: 33468, 8: 33494, 9: 33514}"
403,"{10: 34500, 11: 34560, 12: 34584, 13: 34610, 14: 34630, 15: 34649, 38: 34675, 35: 34860, 34: 34863, 82: 34882, 81: 34922, 85: 34955, 84: 35015, 83: 35034, 16: 35048, 17: 35104, 88: 35115, 89: 35137, 93: 35159}"
404,"{92: 36420, 91: 36480, 90: 36502, 1: 36524, 86: 36604, 87: 36626, 2: 36686, 3: 36723, 4: 36758, 36: 36788, 37: 36791, 5: 37020, 6: 37045, 7: 37075, 8: 37104, 9: 37126}"
405,"{92: 40080, 91: 40140, 90: 40165, 1: 40190, 86: 40282, 87: 40307, 2: 40367, 3: 40409, 4: 40450, 36: 40485, 37: 40488, 5: 40620, 6: 40648, 7: 40682, 8: 40715, 9: 40740}"
406,"{10: 36180, 11: 36240, 12: 36267, 13: 36297, 14: 36320, 15: 36342, 38: 36371, 35: 36540, 34: 36543, 82: 36565, 81: 36611, 85: 36649, 84: 36709, 83: 36730, 16: 36746, 17: 36810, 88: 36823, 89: 36848, 93: 36873}"
407,"{10: 37920, 11: 37980, 12: 38001, 13: 38024, 14: 38042, 15: 38059, 38: 38082, 35: 38340, 34: 38343, 82: 38360, 81: 38395, 85: 38425, 84: 38485, 83: 38502, 16: 38514, 17: 38564, 88: 38574, 89: 38594, 93: 38614}"
408,"{92: 42780, 91: 42840, 90: 42865, 1: 42890, 86: 42982, 87: 43007, 2: 43067, 3: 43109, 4: 43150, 36: 43185, 37: 43188, 5: 43380, 6: 43408, 7: 43442, 8: 43475, 9: 43500}"
409,"{10: 39780, 11: 39840, 12: 39867, 13: 39897, 14: 39920, 15: 39942, 38: 39971, 35: 40200, 34: 40203, 82: 40225, 81: 40271, 85: 40309, 84: 40369, 83: 40390, 16: 40406, 17: 40470, 88: 40483, 89: 40508, 93: 40533}"
410,"{92: 44520, 91: 44580, 90: 44600, 1: 44620, 86: 44691, 87: 44710, 2: 44770, 3: 44803, 4: 44834, 36: 44861, 37: 44864, 5: 45060, 6: 45082, 7: 45108, 8: 45134, 9: 45154}"
411,"{10: 42540, 11: 42600, 12: 42624, 13: 42650, 14: 42670, 15: 42689, 38: 42715, 35: 42960, 34: 42963, 82: 42982, 81: 43022, 85: 43055, 84: 43115, 83: 43134, 16: 43148, 17: 43204, 88: 43215, 89: 43237, 93: 43259}"
412,"{92: 47280, 91: 47340, 90: 47365, 1: 47390, 86: 47482, 87: 47507, 2: 47567, 3: 47609, 4: 47650, 36: 47685, 37: 47688, 5: 47820, 6: 47848, 7: 47882, 8: 47915, 9: 47940}"
413,"{10: 46020, 11: 46080, 12: 46104, 13: 46130, 14: 46150, 15: 46169, 38: 46195, 35: 46440, 34: 46443, 82: 46462, 81: 46502, 85: 46535, 84: 46595, 83: 46614, 16: 46628, 17: 46684, 88: 46695, 89: 46717, 93: 46739}"
414,"{92: 50820, 91: 50880, 90: 50905, 1: 50930, 86: 51022, 87: 51047, 2: 51107, 3: 51149, 4: 51190, 36: 51225, 37: 51228, 5: 51420, 6: 51448, 7: 51482, 8: 51515, 9: 51540}"
415,"{10: 47040, 11: 47100, 12: 47127, 13: 47157, 14: 47180, 15: 47202, 38: 47231, 35: 47400, 34: 47403, 82: 47425, 81: 47471, 85: 47509, 84: 47569, 83: 47590, 16: 47606, 17: 47670, 88: 47683, 89: 47708, 93: 47733}"
416,"{92: 53520, 91: 53580, 90: 53602, 1: 53624, 86: 53704, 87: 53726, 2: 53786, 3: 53823, 4: 53858, 36: 53888, 37: 53891, 5: 54060, 6: 54085, 7: 54115, 8: 54144, 9: 54166}"
417,"{10: 48780, 11: 48840, 12: 48864, 13: 48890, 14: 48910, 15: 48929, 38: 48955, 35: 49200, 34: 49203, 82: 49222, 81: 49262, 85: 49295, 84: 49355, 83: 49374, 16: 49388, 17: 49444, 88: 49455, 89: 49477, 93: 49499}"
418,"{92: 55260, 91: 55320, 90: 55340, 1: 55360, 86: 55431, 87: 55450, 2: 55510, 3: 55543, 4: 55574, 36: 55601, 37: 55604, 5: 55800, 6: 55822, 7: 55848, 8: 55874, 9: 55894}"
